Latitude (decimal degrees):	45.752
Longitude (decimal degrees):	4.949
Elevation (m):	195
Radiation database:	PVGIS-SARAH2


Slope: 37 deg. (optimum)
Azimuth: -2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20181031:1910,0.0,0.0,0.0,11.52,3.31,0.0
20181031:2010,0.0,0.0,0.0,10.89,3.24,0.0
20181031:2110,0.0,0.0,0.0,10.62,3.45,0.0
20181031:2210,0.0,0.0,0.0,10.25,3.52,0.0
20181031:2310,0.0,0.0,0.0,9.94,3.38,0.0
20181101:0010,0.0,0.0,0.0,9.71,3.17,0.0
20181101:0110,0.0,0.0,0.0,9.71,3.03,0.0
20181101:0210,0.0,0.0,0.0,9.52,2.9,0.0
20181101:0310,0.0,0.0,0.0,9.32,2.83,0.0
20181101:0410,0.0,0.0,0.0,8.99,2.83,0.0
20181101:0510,0.0,0.0,0.0,8.92,3.03,0.0
20181101:0610,0.0,0.0,0.0,8.8,2.9,0.0
20181101:0710,5.09,15.59,7.26,8.56,2.07,0.0
20181101:0810,441.68,525.55,15.8,9.5,2.21,0.0
20181101:0910,408.0,487.21,22.8,11.41,2.48,0.0
20181101:1010,56.76,83.46,27.65,13.16,3.45,0.0
20181101:1110,22.69,41.27,29.81,14.34,4.07,0.0
20181101:1210,35.44,57.78,28.95,14.9,4.76,0.0
20181101:1310,17.24,33.93,25.2,14.24,3.66,0.0
20181101:1410,105.28,140.5,19.06,13.56,2.41,0.0
20181101:1510,123.95,162.63,11.12,13.04,3.1,0.0
20181101:1610,0.0,0.0,0.0,12.4,3.1,0.0
20181101:1710,0.0,0.0,0.0,11.55,2.9,0.0
20181101:1810,0.0,0.0,0.0,10.78,2.97,0.0
20181101:1910,0.0,0.0,0.0,10.0,2.48,0.0
20181101:2010,0.0,0.0,0.0,9.27,2.21,0.0
20181101:2110,0.0,0.0,0.0,8.42,2.0,0.0
20181101:2210,0.0,0.0,0.0,7.73,1.86,0.0
20181101:2310,0.0,0.0,0.0,6.8,1.79,0.0
20181102:0010,0.0,0.0,0.0,6.44,1.59,0.0
20181102:0110,0.0,0.0,0.0,6.08,1.45,0.0
20181102:0210,0.0,0.0,0.0,5.88,1.31,0.0
20181102:0310,0.0,0.0,0.0,5.97,1.1,0.0
20181102:0410,0.0,0.0,0.0,6.21,0.9,0.0
20181102:0510,0.0,0.0,0.0,5.94,0.97,0.0
20181102:0610,0.0,0.0,0.0,5.68,1.03,0.0
20181102:0710,10.59,23.84,7.01,6.53,0.76,0.0
20181102:0810,427.55,510.5,15.53,7.37,0.76,0.0
20181102:0910,524.39,634.63,22.5,9.63,0.97,0.0
20181102:1010,656.12,810.63,27.34,10.78,1.24,0.0
20181102:1110,624.56,767.44,29.49,12.1,1.79,0.0
20181102:1210,698.77,867.56,28.63,12.62,1.93,0.0
20181102:1310,609.49,744.58,24.9,13.12,2.34,0.0
20181102:1410,488.6,590.55,18.78,13.3,2.62,0.0
20181102:1510,286.63,354.68,10.86,13.26,2.97,0.0
20181102:1610,0.0,0.0,0.0,12.4,2.76,0.0
20181102:1710,0.0,0.0,0.0,11.21,2.9,0.0
20181102:1810,0.0,0.0,0.0,10.58,3.24,0.0
20181102:1910,0.0,0.0,0.0,9.98,3.79,0.0
20181102:2010,0.0,0.0,0.0,9.48,3.86,0.0
20181102:2110,0.0,0.0,0.0,9.09,4.07,0.0
20181102:2210,0.0,0.0,0.0,8.68,4.34,0.0
20181102:2310,0.0,0.0,0.0,8.32,4.34,0.0
20181103:0010,0.0,0.0,0.0,7.98,4.21,0.0
20181103:0110,0.0,0.0,0.0,7.52,4.28,0.0
20181103:0210,0.0,0.0,0.0,7.36,4.28,0.0
20181103:0310,0.0,0.0,0.0,7.39,4.21,0.0
20181103:0410,0.0,0.0,0.0,7.34,3.66,0.0
20181103:0510,0.0,0.0,0.0,7.37,3.72,0.0
20181103:0610,0.0,0.0,0.0,7.36,3.52,0.0
20181103:0710,19.5,36.22,6.76,7.77,3.31,0.0
20181103:0810,60.59,86.2,15.26,8.25,3.45,0.0
20181103:0910,84.62,114.26,22.21,8.73,3.24,0.0
20181103:1010,81.25,110.97,27.04,9.67,2.62,0.0
20181103:1110,308.75,371.32,29.17,10.49,1.93,0.0
20181103:1210,450.2,541.94,28.32,11.04,1.66,0.0
20181103:1310,549.56,668.95,24.61,11.45,1.45,0.0
20181103:1410,206.83,255.57,18.51,11.82,1.45,0.0
20181103:1510,144.15,186.33,10.61,11.86,1.03,0.0
20181103:1610,0.0,0.0,0.0,11.6,0.69,0.0
20181103:1710,0.0,0.0,0.0,10.43,1.31,0.0
20181103:1810,0.0,0.0,0.0,8.94,1.59,0.0
20181103:1910,0.0,0.0,0.0,7.34,1.52,0.0
20181103:2010,0.0,0.0,0.0,6.52,1.45,0.0
20181103:2110,0.0,0.0,0.0,6.23,1.24,0.0
20181103:2210,0.0,0.0,0.0,5.54,1.31,0.0
20181103:2310,0.0,0.0,0.0,5.04,1.38,0.0
20181104:0010,0.0,0.0,0.0,5.23,1.17,0.0
20181104:0110,0.0,0.0,0.0,5.2,1.1,0.0
20181104:0210,0.0,0.0,0.0,4.87,1.1,0.0
20181104:0310,0.0,0.0,0.0,4.76,1.1,0.0
20181104:0410,0.0,0.0,0.0,5.23,0.9,0.0
20181104:0510,0.0,0.0,0.0,5.0,0.97,0.0
20181104:0610,0.0,0.0,0.0,4.66,1.1,0.0
20181104:0710,38.28,59.61,6.51,4.66,0.83,0.0
20181104:0810,87.52,116.43,14.99,5.99,0.55,0.0
20181104:0910,195.95,241.26,21.93,8.87,0.34,0.0
20181104:1010,249.84,306.78,26.73,11.01,0.28,0.0
20181104:1110,356.48,437.55,28.86,12.56,0.28,0.0
20181104:1210,246.03,306.06,28.02,13.75,0.41,0.0
20181104:1310,273.52,338.36,24.32,14.39,0.69,0.0
20181104:1410,459.6,569.62,18.24,14.57,0.69,0.0
20181104:1510,175.85,226.57,10.37,14.41,0.69,0.0
20181104:1610,0.0,0.0,0.0,13.6,0.55,0.0
20181104:1710,0.0,0.0,0.0,12.66,0.28,0.0
20181104:1810,0.0,0.0,0.0,12.0,0.28,0.0
20181104:1910,0.0,0.0,0.0,8.61,1.45,0.0
20181104:2010,0.0,0.0,0.0,8.03,1.45,0.0
20181104:2110,0.0,0.0,0.0,7.16,1.45,0.0
20181104:2210,0.0,0.0,0.0,6.51,1.52,0.0
20181104:2310,0.0,0.0,0.0,6.17,1.59,0.0
20181105:0010,0.0,0.0,0.0,5.94,1.66,0.0
20181105:0110,0.0,0.0,0.0,5.98,1.66,0.0
20181105:0210,0.0,0.0,0.0,5.73,1.72,0.0
20181105:0310,0.0,0.0,0.0,5.45,1.66,0.0
20181105:0410,0.0,0.0,0.0,5.23,1.66,0.0
20181105:0510,0.0,0.0,0.0,5.07,1.59,0.0
20181105:0610,0.0,0.0,0.0,4.97,1.59,0.0
20181105:0710,81.28,111.11,6.26,5.33,1.24,0.0
20181105:0810,173.38,213.31,14.73,7.24,0.9,0.0
20181105:0910,284.07,344.79,21.64,11.2,0.9,0.0
20181105:1010,676.52,849.96,26.43,13.94,1.38,0.0
20181105:1110,567.02,701.09,28.55,15.95,2.28,0.0
20181105:1210,608.97,756.19,27.71,17.2,2.83,0.0
20181105:1310,315.95,389.02,24.04,17.66,3.1,0.0
20181105:1410,232.56,290.74,17.98,17.63,2.97,0.0
20181105:1510,56.56,84.69,10.13,16.89,2.9,0.0
20181105:1610,0.0,0.0,0.0,15.76,2.9,0.0
20181105:1710,0.0,0.0,0.0,14.87,3.03,0.0
20181105:1810,0.0,0.0,0.0,14.58,3.17,0.0
20181105:1910,0.0,0.0,0.0,13.82,2.48,0.0
20181105:2010,0.0,0.0,0.0,13.58,2.48,0.0
20181105:2110,0.0,0.0,0.0,13.33,2.76,0.0
20181105:2210,0.0,0.0,0.0,13.27,2.97,0.0
20181105:2310,0.0,0.0,0.0,13.1,3.17,0.0
20181106:0010,0.0,0.0,0.0,13.05,3.24,0.0
20181106:0110,0.0,0.0,0.0,12.92,3.45,0.0
20181106:0210,0.0,0.0,0.0,12.93,3.66,0.0
20181106:0310,0.0,0.0,0.0,12.71,3.79,0.0
20181106:0410,0.0,0.0,0.0,12.31,3.38,0.0
20181106:0510,0.0,0.0,0.0,11.47,2.48,0.0
20181106:0610,0.0,0.0,0.0,10.22,2.0,0.0
20181106:0710,104.41,140.47,6.02,9.54,1.66,0.0
20181106:0810,19.52,36.68,14.46,11.66,2.76,0.0
20181106:0910,53.7,79.79,21.36,13.29,4.0,0.0
20181106:1010,37.27,59.61,26.13,13.03,5.31,0.0
20181106:1110,46.44,70.62,28.25,12.08,4.97,0.0
20181106:1210,42.75,66.03,27.42,11.67,4.69,0.0
20181106:1310,159.01,199.78,23.76,11.67,4.48,0.0
20181106:1410,66.2,94.22,17.72,12.16,4.07,0.0
20181106:1510,286.6,352.45,9.9,12.62,4.28,0.0
20181106:1610,0.0,0.0,0.0,12.45,4.07,0.0
20181106:1710,0.0,0.0,0.0,12.0,3.93,0.0
20181106:1810,0.0,0.0,0.0,11.47,3.79,0.0
20181106:1910,0.0,0.0,0.0,10.84,3.52,0.0
20181106:2010,0.0,0.0,0.0,10.49,3.24,0.0
20181106:2110,0.0,0.0,0.0,10.27,2.97,0.0
20181106:2210,0.0,0.0,0.0,10.08,3.17,0.0
20181106:2310,0.0,0.0,0.0,9.96,3.45,0.0
20181107:0010,0.0,0.0,0.0,9.88,3.66,0.0
20181107:0110,0.0,0.0,0.0,9.74,3.86,0.0
20181107:0210,0.0,0.0,0.0,9.66,3.93,0.0
20181107:0310,0.0,0.0,0.0,9.64,4.07,0.0
20181107:0410,0.0,0.0,0.0,9.61,4.34,0.0
20181107:0510,0.0,0.0,0.0,9.66,4.69,0.0
20181107:0610,0.0,0.0,0.0,9.75,4.9,0.0
20181107:0710,2.91,11.92,5.77,11.07,5.79,0.0
20181107:0810,32.34,53.19,14.2,11.87,6.28,0.0
20181107:0910,89.68,121.48,21.08,12.49,6.62,0.0
20181107:1010,85.74,117.39,25.84,13.06,6.07,0.0
20181107:1110,65.13,93.54,27.95,13.85,5.79,0.0
20181107:1210,71.9,101.8,27.13,14.44,5.93,0.0
20181107:1310,34.09,55.94,23.48,14.45,6.41,0.0
20181107:1410,14.64,30.26,17.47,13.94,6.14,0.0
20181107:1510,2.38,11.01,9.67,13.01,5.17,0.0
20181107:1610,0.0,0.0,0.0,12.42,4.48,0.0
20181107:1710,0.0,0.0,0.0,12.29,3.79,0.0
20181107:1810,0.0,0.0,0.0,12.16,3.24,0.0
20181107:1910,0.0,0.0,0.0,11.52,1.86,0.0
20181107:2010,0.0,0.0,0.0,11.3,1.38,0.0
20181107:2110,0.0,0.0,0.0,11.08,1.17,0.0
20181107:2210,0.0,0.0,0.0,10.96,0.97,0.0
20181107:2310,0.0,0.0,0.0,10.59,1.17,0.0
20181108:0010,0.0,0.0,0.0,10.97,0.83,0.0
20181108:0110,0.0,0.0,0.0,10.14,1.1,0.0
20181108:0210,0.0,0.0,0.0,9.46,1.31,0.0
20181108:0310,0.0,0.0,0.0,9.63,1.03,0.0
20181108:0410,0.0,0.0,0.0,10.1,0.69,0.0
20181108:0510,0.0,0.0,0.0,8.82,1.03,0.0
20181108:0610,0.0,0.0,0.0,7.73,1.45,0.0
20181108:0710,99.47,133.61,5.53,6.81,1.31,0.0
20181108:0810,132.58,168.55,13.94,8.38,0.55,0.0
20181108:0910,300.7,363.1,20.8,10.45,0.83,0.0
20181108:1010,484.0,587.08,25.55,11.32,1.17,0.0
20181108:1110,224.23,277.27,27.65,12.21,1.1,0.0
20181108:1210,420.48,512.97,26.84,13.06,1.1,0.0
20181108:1310,313.97,383.34,23.22,13.39,1.17,0.0
20181108:1410,45.99,70.62,17.23,13.42,1.59,0.0
20181108:1510,35.84,58.03,9.44,13.07,1.45,0.0
20181108:1610,0.0,0.0,0.0,12.6,1.31,0.0
20181108:1710,0.0,0.0,0.0,11.77,1.45,0.0
20181108:1810,0.0,0.0,0.0,10.98,1.79,0.0
20181108:1910,0.0,0.0,0.0,10.9,2.0,0.0
20181108:2010,0.0,0.0,0.0,10.89,2.14,0.0
20181108:2110,0.0,0.0,0.0,11.02,2.41,0.0
20181108:2210,0.0,0.0,0.0,11.28,2.76,0.0
20181108:2310,0.0,0.0,0.0,11.55,2.9,0.0
20181109:0010,0.0,0.0,0.0,11.47,2.83,0.0
20181109:0110,0.0,0.0,0.0,11.4,2.83,0.0
20181109:0210,0.0,0.0,0.0,11.43,2.69,0.0
20181109:0310,0.0,0.0,0.0,11.45,2.62,0.0
20181109:0410,0.0,0.0,0.0,11.27,2.28,0.0
20181109:0510,0.0,0.0,0.0,11.07,2.07,0.0
20181109:0610,0.0,0.0,0.0,10.7,2.0,0.0
20181109:0710,5.6,16.51,5.29,9.95,1.38,0.0
20181109:0810,26.72,45.86,13.68,10.06,1.24,0.0
20181109:0910,41.97,65.11,20.53,11.05,0.83,0.0
20181109:1010,602.15,755.13,25.26,12.32,0.41,0.0
20181109:1110,683.39,871.64,27.36,13.32,0.62,0.0
20181109:1210,667.63,842.91,26.56,14.31,1.17,0.0
20181109:1310,584.0,721.96,22.95,15.28,2.0,0.0
20181109:1410,433.91,531.29,16.99,15.77,2.21,0.0
20181109:1510,96.03,131.96,9.23,15.46,1.66,0.0
20181109:1610,0.0,0.0,0.0,14.29,1.52,0.0
20181109:1710,0.0,0.0,0.0,12.19,1.59,0.0
20181109:1810,0.0,0.0,0.0,10.51,1.79,0.0
20181109:1910,0.0,0.0,0.0,9.24,1.86,0.0
20181109:2010,0.0,0.0,0.0,8.4,2.0,0.0
20181109:2110,0.0,0.0,0.0,7.93,2.07,0.0
20181109:2210,0.0,0.0,0.0,8.19,2.28,0.0
20181109:2310,0.0,0.0,0.0,8.91,2.55,0.0
20181110:0010,0.0,0.0,0.0,9.9,3.17,0.0
20181110:0110,0.0,0.0,0.0,11.07,4.14,0.0
20181110:0210,0.0,0.0,0.0,11.63,4.83,0.0
20181110:0310,0.0,0.0,0.0,12.27,5.17,0.0
20181110:0410,0.0,0.0,0.0,12.65,5.31,0.0
20181110:0510,0.0,0.0,0.0,12.82,5.59,0.0
20181110:0610,0.0,0.0,0.0,12.86,5.72,0.0
20181110:0710,11.68,26.17,5.05,13.51,5.45,0.0
20181110:0810,16.63,33.02,13.42,13.81,5.86,0.0
20181110:0910,22.75,41.27,20.25,13.96,6.14,0.0
20181110:1010,41.5,65.11,24.98,14.17,6.0,0.0
20181110:1110,105.35,140.78,27.08,14.36,6.21,0.0
20181110:1210,120.66,158.34,26.28,14.42,6.48,0.0
20181110:1310,36.94,59.61,22.7,14.84,6.28,0.0
20181110:1410,36.17,58.69,16.75,15.06,6.21,0.0
20181110:1510,7.13,19.26,9.01,14.96,5.93,0.0
20181110:1610,0.0,0.0,0.0,14.58,5.86,0.0
20181110:1710,0.0,0.0,0.0,14.0,5.72,0.0
20181110:1810,0.0,0.0,0.0,13.35,5.66,0.0
20181110:1910,0.0,0.0,0.0,13.33,6.07,0.0
20181110:2010,0.0,0.0,0.0,13.18,5.66,0.0
20181110:2110,0.0,0.0,0.0,13.11,5.45,0.0
20181110:2210,0.0,0.0,0.0,13.21,5.31,0.0
20181110:2310,0.0,0.0,0.0,13.17,5.38,0.0
20181111:0010,0.0,0.0,0.0,13.23,5.66,0.0
20181111:0110,0.0,0.0,0.0,13.31,5.86,0.0
20181111:0210,0.0,0.0,0.0,13.31,5.72,0.0
20181111:0310,0.0,0.0,0.0,13.52,5.31,0.0
20181111:0410,0.0,0.0,0.0,13.48,4.9,0.0
20181111:0510,0.0,0.0,0.0,13.44,4.48,0.0
20181111:0610,0.0,0.0,0.0,13.34,4.14,0.0
20181111:0710,17.6,34.59,4.81,12.84,2.9,0.0
20181111:0810,5.49,16.51,13.17,13.15,3.31,0.0
20181111:0910,74.91,105.3,19.98,14.06,3.66,0.0
20181111:1010,249.16,306.0,24.7,15.02,3.72,0.0
20181111:1110,478.31,578.29,26.8,15.71,4.07,0.0
20181111:1210,675.19,822.48,26.01,16.94,5.52,0.0
20181111:1310,605.52,735.41,22.44,17.2,5.24,0.0
20181111:1410,147.91,191.11,16.52,17.31,5.1,0.0
20181111:1510,32.71,54.81,8.81,16.99,6.21,0.0
20181111:1610,0.0,0.0,0.0,16.26,6.21,0.0
20181111:1710,0.0,0.0,0.0,15.66,6.55,0.0
20181111:1810,0.0,0.0,0.0,15.37,6.76,0.0
20181111:1910,0.0,0.0,0.0,15.41,6.14,0.0
20181111:2010,0.0,0.0,0.0,15.36,6.21,0.0
20181111:2110,0.0,0.0,0.0,15.27,6.41,0.0
20181111:2210,0.0,0.0,0.0,15.24,6.34,0.0
20181111:2310,0.0,0.0,0.0,15.35,6.48,0.0
20181112:0010,0.0,0.0,0.0,15.58,7.17,0.0
20181112:0110,0.0,0.0,0.0,15.63,7.66,0.0
20181112:0210,0.0,0.0,0.0,15.78,7.79,0.0
20181112:0310,0.0,0.0,0.0,15.77,7.86,0.0
20181112:0410,0.0,0.0,0.0,15.89,7.93,0.0
20181112:0510,0.0,0.0,0.0,15.62,7.86,0.0
20181112:0610,0.0,0.0,0.0,15.85,7.93,0.0
20181112:0710,67.39,99.42,4.57,16.25,8.14,0.0
20181112:0810,323.76,390.95,12.92,16.52,8.07,0.0
20181112:0910,391.71,470.3,19.72,16.9,6.83,0.0
20181112:1010,473.46,568.33,24.42,17.19,6.9,0.0
20181112:1110,611.8,738.13,26.52,17.59,7.1,0.0
20181112:1210,675.43,820.41,25.74,17.84,6.62,0.0
20181112:1310,550.11,664.79,22.2,18.3,6.69,0.0
20181112:1410,322.73,394.96,16.3,18.19,5.1,0.0
20181112:1510,118.79,159.68,8.61,17.69,5.79,0.0
20181112:1610,0.0,0.0,0.0,17.03,5.1,0.0
20181112:1710,0.0,0.0,0.0,16.68,5.03,0.0
20181112:1810,0.0,0.0,0.0,16.12,5.24,0.0
20181112:1910,0.0,0.0,0.0,15.64,5.03,0.0
20181112:2010,0.0,0.0,0.0,15.21,5.1,0.0
20181112:2110,0.0,0.0,0.0,14.87,5.31,0.0
20181112:2210,0.0,0.0,0.0,14.7,5.59,0.0
20181112:2310,0.0,0.0,0.0,14.63,5.79,0.0
20181113:0010,0.0,0.0,0.0,14.78,5.59,0.0
20181113:0110,0.0,0.0,0.0,14.88,5.17,0.0
20181113:0210,0.0,0.0,0.0,15.04,4.76,0.0
20181113:0310,0.0,0.0,0.0,15.05,4.34,0.0
20181113:0410,0.0,0.0,0.0,14.87,3.93,0.0
20181113:0510,0.0,0.0,0.0,14.8,3.17,0.0
20181113:0610,0.0,0.0,0.0,14.49,1.93,0.0
20181113:0710,4.37,14.67,4.34,14.18,0.83,0.0
20181113:0810,15.27,31.18,12.67,13.82,1.1,0.0
20181113:0910,23.36,42.19,19.46,14.23,1.52,0.0
20181113:1010,19.96,37.6,24.15,13.92,1.66,0.0
20181113:1110,18.61,35.77,26.25,13.79,1.79,0.0
20181113:1210,37.02,59.61,25.48,13.89,1.93,0.0
20181113:1310,80.17,111.58,21.96,13.73,2.07,0.0
20181113:1410,59.62,87.1,16.08,13.68,2.21,0.0
20181113:1510,24.11,43.07,8.41,13.47,2.14,0.0
20181113:1610,0.0,0.0,0.0,13.06,1.93,0.0
20181113:1710,0.0,0.0,0.0,12.76,1.52,0.0
20181113:1810,0.0,0.0,0.0,12.15,1.45,0.0
20181113:1910,0.0,0.0,0.0,11.83,1.17,0.0
20181113:2010,0.0,0.0,0.0,11.83,1.17,0.0
20181113:2110,0.0,0.0,0.0,11.6,1.17,0.0
20181113:2210,0.0,0.0,0.0,11.09,1.17,0.0
20181113:2310,0.0,0.0,0.0,9.95,1.24,0.0
20181114:0010,0.0,0.0,0.0,9.5,1.17,0.0
20181114:0110,0.0,0.0,0.0,9.41,0.97,0.0
20181114:0210,0.0,0.0,0.0,8.95,0.69,0.0
20181114:0310,0.0,0.0,0.0,8.62,0.62,0.0
20181114:0410,0.0,0.0,0.0,7.95,0.62,0.0
20181114:0510,0.0,0.0,0.0,7.54,0.48,0.0
20181114:0610,0.0,0.0,0.0,7.38,0.48,0.0
20181114:0710,31.54,52.81,4.1,8.93,0.62,0.0
20181114:0810,224.9,274.26,12.42,9.47,0.83,0.0
20181114:0910,306.33,368.18,19.2,10.05,1.03,0.0
20181114:1010,152.91,193.68,23.88,10.79,1.24,0.0
20181114:1110,78.64,109.14,25.98,11.96,1.59,0.0
20181114:1210,114.32,151.22,25.23,13.35,2.14,0.0
20181114:1310,177.79,224.54,21.72,14.64,2.28,0.0
20181114:1410,420.55,513.81,15.87,15.73,2.41,0.0
20181114:1510,194.62,250.15,8.22,15.83,1.79,0.0
20181114:1610,0.0,0.0,0.0,14.91,1.86,0.0
20181114:1710,0.0,0.0,0.0,13.18,1.72,0.0
20181114:1810,0.0,0.0,0.0,11.45,1.59,0.0
20181114:1910,0.0,0.0,0.0,10.13,1.45,0.0
20181114:2010,0.0,0.0,0.0,9.68,1.38,0.0
20181114:2110,0.0,0.0,0.0,9.3,1.38,0.0
20181114:2210,0.0,0.0,0.0,8.47,1.52,0.0
20181114:2310,0.0,0.0,0.0,7.77,1.59,0.0
20181115:0010,0.0,0.0,0.0,7.62,1.66,0.0
20181115:0110,0.0,0.0,0.0,7.56,1.66,0.0
20181115:0210,0.0,0.0,0.0,7.39,1.59,0.0
20181115:0310,0.0,0.0,0.0,7.29,1.45,0.0
20181115:0410,0.0,0.0,0.0,7.47,1.31,0.0
20181115:0510,0.0,0.0,0.0,7.83,1.1,0.0
20181115:0610,0.0,0.0,0.0,8.2,0.97,0.0
20181115:0710,52.61,79.31,3.87,8.56,0.76,0.0
20181115:0810,310.0,373.64,12.18,9.39,0.76,0.0
20181115:0910,509.37,618.19,18.94,10.07,0.76,0.0
20181115:1010,614.71,756.98,23.62,11.11,1.1,0.0
20181115:1110,682.37,851.76,25.72,12.89,1.52,0.0
20181115:1210,674.24,840.5,24.98,14.47,2.0,0.0
20181115:1310,582.15,717.7,21.49,15.63,2.34,0.0
20181115:1410,449.6,552.58,15.66,16.23,2.14,0.0
20181115:1510,175.52,227.26,8.04,15.79,1.72,0.0
20181115:1610,0.0,0.0,0.0,14.42,1.86,0.0
20181115:1710,0.0,0.0,0.0,12.66,1.59,0.0
20181115:1810,0.0,0.0,0.0,11.53,1.24,0.0
20181115:1910,0.0,0.0,0.0,11.46,1.1,0.0
20181115:2010,0.0,0.0,0.0,11.59,0.55,0.0
20181115:2110,0.0,0.0,0.0,11.05,0.62,0.0
20181115:2210,0.0,0.0,0.0,9.81,0.97,0.0
20181115:2310,0.0,0.0,0.0,8.51,1.24,0.0
20181116:0010,0.0,0.0,0.0,7.83,1.17,0.0
20181116:0110,0.0,0.0,0.0,7.26,1.03,0.0
20181116:0210,0.0,0.0,0.0,6.86,1.03,0.0
20181116:0310,0.0,0.0,0.0,6.39,1.03,0.0
20181116:0410,0.0,0.0,0.0,5.6,0.9,0.0
20181116:0510,0.0,0.0,0.0,5.5,0.9,0.0
20181116:0610,0.0,0.0,0.0,5.81,0.97,0.0
20181116:0710,4.59,14.67,3.65,6.66,0.76,0.0
20181116:0810,76.14,103.94,11.94,7.46,0.76,0.0
20181116:0910,68.09,95.34,18.69,8.45,0.97,0.0
20181116:1010,91.3,122.63,23.36,9.28,1.03,0.0
20181116:1110,123.58,160.23,25.47,10.24,1.03,0.0
20181116:1210,95.78,128.97,24.74,11.39,0.97,0.0
20181116:1310,43.25,66.95,21.27,12.15,1.03,0.0
20181116:1410,24.95,44.02,15.46,12.65,1.03,0.0
20181116:1510,25.14,44.28,7.86,12.5,1.03,0.0
20181116:1610,0.0,0.0,0.0,11.43,1.17,0.0
20181116:1710,0.0,0.0,0.0,10.22,0.69,0.0
20181116:1810,0.0,0.0,0.0,9.95,0.14,0.0
20181116:1910,0.0,0.0,0.0,6.06,1.24,0.0
20181116:2010,0.0,0.0,0.0,5.56,1.24,0.0
20181116:2110,0.0,0.0,0.0,4.97,0.83,0.0
20181116:2210,0.0,0.0,0.0,4.74,0.83,0.0
20181116:2310,0.0,0.0,0.0,4.19,0.97,0.0
20181117:0010,0.0,0.0,0.0,3.75,0.97,0.0
20181117:0110,0.0,0.0,0.0,4.02,0.9,0.0
20181117:0210,0.0,0.0,0.0,4.21,0.69,0.0
20181117:0310,0.0,0.0,0.0,4.16,0.69,0.0
20181117:0410,0.0,0.0,0.0,4.06,0.69,0.0
20181117:0510,0.0,0.0,0.0,4.04,0.55,0.0
20181117:0610,0.0,0.0,0.0,4.0,0.62,0.0
20181117:0710,15.98,31.69,3.42,5.1,1.24,0.0
20181117:0810,63.93,89.09,11.7,5.39,1.38,0.0
20181117:0910,39.3,60.53,18.45,5.76,1.31,0.0
20181117:1010,36.18,56.86,23.11,6.17,1.17,0.0
20181117:1110,73.33,100.88,25.22,6.94,1.03,0.0
20181117:1210,51.23,75.2,24.5,7.34,1.1,0.0
20181117:1310,55.81,80.71,21.05,7.82,1.66,0.0
20181117:1410,8.63,21.09,15.27,8.11,2.14,0.0
20181117:1510,28.2,47.47,7.69,8.38,2.97,0.0
20181117:1610,0.0,0.0,0.0,8.05,3.59,0.0
20181117:1710,0.0,0.0,0.0,7.35,3.1,0.0
20181117:1810,0.0,0.0,0.0,6.65,2.34,0.0
20181117:1910,0.0,0.0,0.0,6.65,1.66,0.0
20181117:2010,0.0,0.0,0.0,5.62,1.45,0.0
20181117:2110,0.0,0.0,0.0,4.82,1.1,0.0
20181117:2210,0.0,0.0,0.0,5.25,0.83,0.0
20181117:2310,0.0,0.0,0.0,4.83,0.76,0.0
20181118:0010,0.0,0.0,0.0,4.38,0.48,0.0
20181118:0110,0.0,0.0,0.0,4.18,0.14,0.0
20181118:0210,0.0,0.0,0.0,4.05,0.34,0.0
20181118:0310,0.0,0.0,0.0,3.24,0.69,0.0
20181118:0410,0.0,0.0,0.0,1.62,0.9,0.0
20181118:0510,0.0,0.0,0.0,1.65,0.83,0.0
20181118:0610,0.0,0.0,0.0,1.76,0.9,0.0
20181118:0710,4.17,13.76,3.2,2.13,0.97,0.0
20181118:0810,78.04,104.12,11.47,2.75,0.76,0.0
20181118:0910,48.22,70.62,18.2,3.63,0.76,0.0
20181118:1010,74.08,100.88,22.86,4.74,0.83,0.0
20181118:1110,116.06,148.95,24.97,5.85,0.97,0.0
20181118:1210,199.67,243.54,24.27,6.97,0.62,0.0
20181118:1310,118.85,153.33,20.84,8.0,0.48,0.0
20181118:1410,235.32,283.71,15.08,8.35,1.38,0.0
20181118:1510,83.54,113.71,7.52,8.17,1.79,0.0
20181118:1610,0.0,0.0,0.0,7.09,1.66,0.0
20181118:1710,0.0,0.0,0.0,5.64,1.66,0.0
20181118:1810,0.0,0.0,0.0,4.04,1.59,0.0
20181118:1910,0.0,0.0,0.0,2.1,1.59,0.0
20181118:2010,0.0,0.0,0.0,1.6,1.45,0.0
20181118:2110,0.0,0.0,0.0,1.56,1.31,0.0
20181118:2210,0.0,0.0,0.0,1.05,1.38,0.0
20181118:2310,0.0,0.0,0.0,0.73,1.45,0.0
20181119:0010,0.0,0.0,0.0,0.62,1.38,0.0
20181119:0110,0.0,0.0,0.0,0.14,1.31,0.0
20181119:0210,0.0,0.0,0.0,-0.5,1.31,0.0
20181119:0310,0.0,0.0,0.0,-0.29,1.17,0.0
20181119:0410,0.0,0.0,0.0,-0.23,1.24,0.0
20181119:0510,0.0,0.0,0.0,-0.35,1.31,0.0
20181119:0610,0.0,0.0,0.0,-0.41,1.38,0.0
20181119:0710,2.63,11.01,2.98,-0.36,1.66,0.0
20181119:0810,34.11,53.19,11.24,0.8,2.0,0.0
